learning_rate/pg1,learning_rate/pg2,step,train_mention_loss,train_coref_loss,train_entity_loss,train_rel_loss,train_loss,epoch,valid_f1,mention_prec_micro,mention_rec_micro,mention_f1_micro,mention_prec_macro,mention_rec_macro,mention_f1_macro,coref_prec_micro,coref_rec_micro,coref_f1_micro,coref_prec_macro,coref_rec_macro,coref_f1_macro,entity_prec_micro,entity_rec_micro,entity_f1_micro,entity_prec_macro,entity_rec_macro,entity_f1_macro,rel_prec_micro,rel_rec_micro,rel_f1_micro,rel_prec_macro,rel_rec_macro,rel_f1_macro,rel_nec_prec_micro,rel_nec_rec_micro,rel_nec_f1_micro,rel_nec_prec_macro,rel_nec_rec_macro,rel_nec_f1_macro
,,1078919,,,,,,728,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.505259009009009e-05,1.505259009009009e-05,1078999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1078999,0.04868252947926521,0.0,0.6306047439575195,1.2149099111557007,1.421243667602539,729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5015052552552553e-05,1.5015052552552553e-05,1079999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1079999,0.04713018983602524,0.0,0.7057347893714905,0.0053876652382314205,0.22895154356956482,729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1080399,,,,,,729,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4977515015015014e-05,1.4977515015015014e-05,1080999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1080999,0.051491204649209976,0.0,0.8915618658065796,0.1596347838640213,0.43401646614074707,730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1081879,,,,,,730,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.493997747747748e-05,1.493997747747748e-05,1081999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1081999,0.05370572209358215,0.0,0.9203686714172363,2.7130115032196045,2.996809482574463,731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.490243993993994e-05,1.490243993993994e-05,1082999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1082999,0.04970753937959671,0.0,0.4293224513530731,0.3170504868030548,0.4740886390209198,731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1083359,,,,,,731,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4864902402402403e-05,1.4864902402402403e-05,1083999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1083999,0.050672437995672226,0.0,0.6905525326728821,0.0011165975593030453,0.22442717850208282,732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1084839,,,,,,732,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4827364864864866e-05,1.4827364864864866e-05,1084999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1084999,0.0585353821516037,0.0,0.28508228063583374,2.588416576385498,2.7182226181030273,733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4789827327327327e-05,1.4789827327327327e-05,1085999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1085999,0.04915250465273857,0.0,1.0026217699050903,0.5638619065284729,0.8636698722839355,733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1086319,,,,,,733,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.475228978978979e-05,1.475228978978979e-05,1086999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1086999,0.06317926198244095,0.0,0.15545466542243958,0.0,0.10204292833805084,734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1087799,,,,,,734,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4714752252252253e-05,1.4714752252252253e-05,1087999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1087999,0.06900579482316971,0.0,0.4958342909812927,1.657628059387207,1.8505923748016357,735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4677214714714716e-05,1.4677214714714716e-05,1088999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1088999,0.05967346578836441,0.0,1.3559465408325195,0.00535369198769331,0.4040137827396393,735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1089279,,,,,,735,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4639677177177177e-05,1.4639677177177177e-05,1089999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1089999,0.04786529764533043,0.0,0.7377387285232544,7.718469714745879e-05,0.23237717151641846,736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1090759,,,,,,736,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.460213963963964e-05,1.460213963963964e-05,1090999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1090999,0.04815564304590225,0.0,0.3267079293727875,5.781636900792364e-06,0.12983840703964233,737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4564602102102104e-05,1.4564602102102104e-05,1091999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1091999,0.058225564658641815,0.0,0.4005415737628937,5.185579993849387e-06,0.1583661437034607,737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1092239,,,,,,737,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4527064564564566e-05,1.4527064564564566e-05,1092999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1092999,0.045227132737636566,0.0,0.7310448884963989,0.45605185627937317,0.6840401887893677,738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1093719,,,,,,738,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4489527027027029e-05,1.4489527027027029e-05,1093999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1093999,0.04739592224359512,0.0,0.5421122312545776,0.18741637468338013,0.37034034729003906,739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.445198948948949e-05,1.445198948948949e-05,1094999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1094999,0.053128432482481,0.0,0.36363306641578674,0.22848092019557953,0.3725176155567169,739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1095199,,,,,,739,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4414451951951952e-05,1.4414451951951952e-05,1095999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1095999,0.04456092417240143,0.0,0.6651568412780762,2.37143611907959,2.5822863578796387,740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1096679,,,,,,740,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4376914414414416e-05,1.4376914414414416e-05,1096999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1096999,0.057283636182546616,0.0,0.42214420437812805,1.4958043098449707,1.6586239337921143,741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4339376876876879e-05,1.4339376876876879e-05,1097999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1097999,0.055141039192676544,0.0,0.7943930625915527,3.3363289833068848,3.5900683403015137,741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1098159,,,,,,741,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.430183933933934e-05,1.430183933933934e-05,1098999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1098999,0.05802266299724579,0.0,0.15268832445144653,0.0,0.09619474411010742,742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1099639,,,,,,742,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4264301801801802e-05,1.4264301801801802e-05,1099999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1099999,0.05880298092961311,0.0,0.32731708884239197,0.0,0.1406322568655014,743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4226764264264265e-05,1.4226764264264265e-05,1100999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1100999,0.049649063497781754,0.0,0.7188876271247864,0.3553650677204132,0.5847360491752625,743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1101119,,,,,,743,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4189226726726729e-05,1.4189226726726729e-05,1101999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1101999,0.05322948470711708,0.0,0.28568169474601746,2.9802316703353426e-07,0.12465021014213562,744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1102599,,,,,,744,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.415168918918919e-05,1.415168918918919e-05,1102999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1102999,0.0501699224114418,0.0,0.49907946586608887,0.0004020952619612217,0.1753418743610382,745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4114151651651652e-05,1.4114151651651652e-05,1103999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1103999,0.05739705264568329,0.0,0.7239280939102173,0.009284076280891895,0.24766315519809723,745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1104079,,,,,,745,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4076614114114115e-05,1.4076614114114115e-05,1104999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1104999,0.04678080976009369,0.0,0.8330858945846558,3.1323771476745605,3.3874294757843018,746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1105559,,,,,,746,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4039076576576576e-05,1.4039076576576576e-05,1105999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1105999,0.05363447964191437,0.0,0.7289883494377136,4.488338470458984,4.724220275878906,747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4001539039039042e-05,1.4001539039039042e-05,1106999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1106999,0.05241146683692932,0.0,1.4197440147399902,4.841495990753174,5.248843669891357,747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1107039,,,,,,747,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3964001501501503e-05,1.3964001501501503e-05,1107999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1107999,0.05014968290925026,0.0,0.480211079120636,6.465112209320068,6.635314464569092,748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1108519,,,,,,748,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3926463963963965e-05,1.3926463963963965e-05,1108999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1108999,0.04810257628560066,0.0,0.9939459562301636,3.2416110038757324,3.5382001399993896,749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3888926426426426e-05,1.3888926426426426e-05,1109999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1109999,0.05023950710892677,0.0,0.798460841178894,3.467153549194336,3.717008352279663,749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1109999,,,,,,749,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3851388888888889e-05,1.3851388888888889e-05,1110999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1110999,0.04640531912446022,0.0,0.5404958128929138,0.012838679365813732,0.19436794519424438,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1111479,,,,,,750,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3813851351351351e-05,1.3813851351351351e-05,1111999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1111999,0.04653801769018173,0.0,0.7903069257736206,0.01757819950580597,0.26169294118881226,751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1112959,,,,,,751,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3776313813813815e-05,1.3776313813813815e-05,1112999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1112999,0.047885116189718246,0.0,0.8614093065261841,5.981174945831299,6.244412422180176,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3738776276276278e-05,1.3738776276276278e-05,1113999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1113999,0.056819573044776917,0.0,0.5902968049049377,5.575976371765137,5.780370235443115,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1114439,,,,,,752,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3701238738738739e-05,1.3701238738738739e-05,1114999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1114999,0.05040910840034485,0.0,0.2880503833293915,6.194302558898926,6.3167243003845215,753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1115919,,,,,,753,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3663701201201201e-05,1.3663701201201201e-05,1115999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1115999,0.05839104205369949,0.0,0.19247934222221375,0.0,0.10651087760925293,754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3626163663663662e-05,1.3626163663663662e-05,1116999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1116999,0.05317371338605881,0.0,1.2729698419570923,1.2456622123718262,1.617078423500061,754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1117399,,,,,,754,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3588626126126128e-05,1.3588626126126128e-05,1117999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1117999,0.04752127081155777,0.0,0.7511007189750671,1.4852919578552246,1.7205884456634521,755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1118879,,,,,,755,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3551088588588589e-05,1.3551088588588589e-05,1118999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1118999,0.050854507833719254,0.0,0.9970337748527527,0.049404583871364594,0.3495175540447235,756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3513551051051052e-05,1.3513551051051052e-05,1119999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1119999,0.06031772494316101,0.0,0.1620858758687973,0.0,0.10083919763565063,756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1120359,,,,,,756,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3476013513513514e-05,1.3476013513513514e-05,1120999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1120999,0.04941155016422272,0.0,0.4348134398460388,7.743851661682129,7.901966571807861,757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1121839,,,,,,757,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3438475975975975e-05,1.3438475975975975e-05,1121999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1121999,0.049113690853118896,0.0,1.03231942653656,2.8927359580993652,3.1999294757843018,758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.340093843843844e-05,1.340093843843844e-05,1122999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1122999,0.04589244723320007,0.0,0.6525349617004395,0.504298985004425,0.7133251428604126,758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1123319,,,,,,758,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3363400900900902e-05,1.3363400900900902e-05,1123999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1123999,0.045171577483415604,0.0,0.7542216777801514,0.16198289394378662,0.3957098722457886,759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1124799,,,,,,759,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3325863363363364e-05,1.3325863363363364e-05,1124999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1124999,0.05627475306391716,0.0,1.4990673065185547,0.3457486033439636,0.7767901420593262,760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3288325825825825e-05,1.3288325825825825e-05,1125999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1125999,0.05792344734072685,0.0,1.0949348211288452,0.00021282628586050123,0.3318699598312378,760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1126279,,,,,,760,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3250788288288288e-05,1.3250788288288288e-05,1126999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1126999,0.055795833468437195,0.0,0.34408271312713623,4.118540891795419e-05,0.14185769855976105,761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1127759,,,,,,761,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3213250750750752e-05,1.3213250750750752e-05,1127999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1127999,0.055739469826221466,0.0,0.5546321272850037,5.116262912750244,5.310660362243652,762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3175713213213215e-05,1.3175713213213215e-05,1128999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1128999,0.0497511625289917,0.0,0.750910222530365,2.0458576679229736,2.2833364009857178,762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1129239,,,,,,762,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3138175675675677e-05,1.3138175675675677e-05,1129999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1129999,0.04985097795724869,0.0,0.7942990064620972,1.087331771850586,1.3357574939727783,763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1130719,,,,,,763,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3100638138138138e-05,1.3100638138138138e-05,1130999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1130999,0.05688166245818138,0.0,1.0833547115325928,0.006846084259450436,0.3345664143562317,764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.30631006006006e-05,1.30631006006006e-05,1131999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1131999,0.05574865639209747,0.0,1.5284210443496704,0.031950801610946655,0.4698047339916229,764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1132199,,,,,,764,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3025563063063065e-05,1.3025563063063065e-05,1132999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1132999,0.04868882894515991,0.0,0.7254501581192017,2.983039617538452,3.2130908966064453,765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1133679,,,,,,765,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2988025525525527e-05,1.2988025525525527e-05,1133999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1133999,0.04983695223927498,0.0,0.34166067838668823,1.108639389713062e-05,0.13526320457458496,766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2950487987987988e-05,1.2950487987987988e-05,1134999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1134999,0.0509188137948513,0.0,1.2783387899398804,0.4662206470966339,0.8367241621017456,766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1135159,,,,,,766,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.291295045045045e-05,1.291295045045045e-05,1135999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1135999,0.05340954661369324,0.0,1.6266210079193115,0.0005078132962808013,0.46057260036468506,767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1136639,,,,,,767,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2875412912912913e-05,1.2875412912912913e-05,1136999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1136999,0.06372435390949249,0.0,0.2687370777130127,0.0,0.13090862333774567,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2837875375375378e-05,1.2837875375375378e-05,1137999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1137999,0.05847335234284401,0.0,0.9562968015670776,4.119154453277588,4.416701793670654,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1138119,,,,,,768,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2800337837837838e-05,1.2800337837837838e-05,1138999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1138999,0.052259668707847595,0.0,0.6906543374061584,13.781463623046875,14.006386756896973,769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1139599,,,,,,769,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2762800300300301e-05,1.2762800300300301e-05,1139999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1139999,0.05108483135700226,5.9604641222676946e-08,0.7169894576072693,0.0,0.23033225536346436,770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2725262762762764e-05,1.2725262762762764e-05,1140999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1140999,0.061505548655986786,0.0,0.6583660244941711,2.837825298309326,3.06392240524292,770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1141079,,,,,,770,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2687725225225224e-05,1.2687725225225224e-05,1141999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1141999,0.05313675105571747,0.0,0.41661953926086426,0.08587323874235153,0.24316486716270447,771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1142559,,,,,,771,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.265018768768769e-05,1.265018768768769e-05,1142999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1142999,0.048759955912828445,0.0,1.1764488220214844,0.7681662440299988,1.1110384464263916,772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2612650150150151e-05,1.2612650150150151e-05,1143999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1143999,0.051249269396066666,0.0,0.46852537989616394,4.7628655433654785,4.931246280670166,772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1144039,,,,,,772,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2575112612612614e-05,1.2575112612612614e-05,1144999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1144999,0.04567325860261917,0.0,0.5458569526672363,0.025488384068012238,0.2076258659362793,773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1145519,,,,,,773,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2537575075075075e-05,1.2537575075075075e-05,1145999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1145999,0.0489203967154026,0.0,0.8332934379577637,1.2236393690109253,1.4808831214904785,774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2500037537537537e-05,1.2500037537537537e-05,1146999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1146999,0.0560302734375,0.0,0.6223116517066956,0.00035160340485163033,0.21195979416370392,774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1146999,,,,,,774,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2462500000000001e-05,1.2462500000000001e-05,1147999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1147999,0.054592911154031754,0.0,0.9263953566551208,0.13214059174060822,0.4183323383331299,775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1148479,,,,,,775,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2424962462462462e-05,1.2424962462462462e-05,1148999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1148999,0.056529153138399124,0.0,0.5917685627937317,1.430509428246296e-06,0.20447272062301636,776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1149959,,,,,,776,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2387424924924926e-05,1.2387424924924926e-05,1149999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1149999,0.05716157704591751,0.0,0.6354608535766602,0.9397695064544678,1.1557962894439697,777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2349887387387387e-05,1.2349887387387387e-05,1150999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1150999,0.04730476066470146,0.0,1.1658426523208618,1.990496039390564,2.329261541366577,777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1151439,,,,,,777,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2312349849849852e-05,1.2312349849849852e-05,1151999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1151999,0.05024885758757591,0.0,0.7866117358207703,0.0014321691123768687,0.24833396077156067,778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1152919,,,,,,778,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2274812312312312e-05,1.2274812312312312e-05,1152999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1152999,0.046475186944007874,0.0,0.8636654019355774,0.24105769395828247,0.5034492015838623,779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2237274774774775e-05,1.2237274774774775e-05,1153999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1153999,0.047763120383024216,0.0,0.6790483593940735,0.48905056715011597,0.7065757513046265,779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1154399,,,,,,779,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2199737237237238e-05,1.2199737237237238e-05,1154999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1154999,0.050716985017061234,0.0,1.1783010959625244,9.935381240211427e-05,0.3453916311264038,780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1155879,,,,,,780,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.21621996996997e-05,1.21621996996997e-05,1155999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
